,id,name,event_id,start_date,end_date,title,photo_url
214,18578691,Bogarosa,329816.0,2019-03-23,2019-05-06,IPL LIVE SCREENING ,['https://b.zmtcdn.com/data/zomato_events/photos/13d/29c6cfa980d563833d2c139ff719613d_1553330904.jpg']
215,110026,Barbeque Nation,NA,NA,NA,NA,NA
216,18545544,Mocha,NA,NA,NA,NA,NA
217,113234,Shree Annpurna,NA,NA,NA,NA,NA
218,111826,Yanki Sizzlers,NA,NA,NA,NA,NA
219,18480250,Cafe De Italiano,NA,NA,NA,NA,NA
220,120687,Subway,NA,NA,NA,NA,NA
221,18848676,Beach N Brew,NA,NA,NA,NA,NA
222,121896,Bhena Da Dhaba,NA,NA,NA,NA,NA
223,121335,Pirates of Grill,NA,NA,NA,NA,NA
224,121316,Nando's,NA,NA,NA,NA,NA
225,124170,Sector 7 Social,332812.0,2019-03-29,2019-05-23,Live 20/20 Match Screenings,['https://b.zmtcdn.com/data/zomato_events/photos/e11/de21c69b73b6220731a4191883338e11_1553860194.jpg']
226,18634639,Pradhan Dhaba,NA,NA,NA,NA,NA
227,123013,Amrit Sweets,NA,NA,NA,NA,NA
228,120767,New Panna Sweets,NA,NA,NA,NA,NA
229,18694731,DND - Daily Nutritional Diet,335248.0,2019-04-04,2019-04-14,Navratri Special Menu,['https://b.zmtcdn.com/data/zomato_events/photos/dca/ea2c012dfb0bdd868fe3b7c2a19f6dca_1554359769.jpg']
230,122418,Burger King,NA,NA,NA,NA,NA
231,120999,Jalandhar Sweets,NA,NA,NA,NA,NA
232,121425,Super Donuts,225765.0,2018-06-10,2019-06-10,Dessert Time!!,['https://b.zmtcdn.com/data/zomato_events/photos/064/720c29fe8f576ddd228a383e54ab9064_1528621104.jpg']
233,124158,The Hedgehog Café,NA,NA,NA,NA,NA
234,123043,Khalsa Dhaba,NA,NA,NA,NA,NA
235,18609823,Falcon Cafe Lounge,326572.0,2019-03-15,2019-06-01,Rotisserie special roast chicken ,['https://b.zmtcdn.com/data/zomato_events/photos/a35/68409ad958710695a7ba8494cc53aa35_1552634672.jpg']
236,122653,Food@U,NA,NA,NA,NA,NA
237,120554,Books N Brew,NA,NA,NA,NA,NA
238,122875,Tossin Pizza,NA,NA,NA,NA,NA
239,123191,CAFÈ JC's,NA,NA,NA,NA,NA
240,130309,Purple Martini,337490.0,2019-04-14,2019-04-14,Shanti Sundays with Saxophonist ARTEMIY at Purple Martini at Sunset Point,['https://b.zmtcdn.com/data/zomato_events/photos/60a/07e8be093e43e8e7558c8c054072c60a_1554837191.png']
241,130409,Baba Au Rhum,NA,NA,NA,NA,NA
242,16512333,Britto's Bar & Restaurant,NA,NA,NA,NA,NA
243,16524239,Bay 15,NA,NA,NA,NA,NA
244,130535,The Fisherman's Wharf,334112.0,2019-04-02,2019-04-30,Mango Mania,['https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg']
245,18685303,The Fisherman's Wharf,334112.0,2019-04-02,2019-04-30,Mango Mania,['https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg']
246,130427,Artjuna,NA,NA,NA,NA,NA
247,18601542,The Lazy Goose,NA,NA,NA,NA,NA
248,130888,The Black Sheep Bistro,NA,NA,NA,NA,NA
249,18555916,Tio Tilly's Bar & Kitchen,NA,NA,NA,NA,NA
250,16519168,Martin's Corner,NA,NA,NA,NA,NA
251,16512336,Fat Fish,NA,NA,NA,NA,NA
252,130230,Curlies,NA,NA,NA,NA,NA
253,16525595,Cafe Cotinga,NA,NA,NA,NA,NA
254,18232814,Kokni Kanteen,NA,NA,NA,NA,NA
255,16541849,The Fisherman's Wharf,334112.0,2019-04-02,2019-04-30,Mango Mania,['https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg']
256,130567,Souza Lobo,NA,NA,NA,NA,NA
257,130430,Co Co Mo,NA,NA,NA,NA,NA
258,16519268,La Plage,NA,NA,NA,NA,NA
259,18558647,Navtara Veg Restaurant,NA,NA,NA,NA,NA
260,1400382,Shree Gurukripa,NA,NA,NA,NA,NA
261,1400038,Apna Sweets,NA,NA,NA,NA,NA
262,18715348,The Monroe,NA,NA,NA,NA,NA
263,1402185,Shree Gurukripa,NA,NA,NA,NA,NA
264,1400208,Apna Sweets,NA,NA,NA,NA,NA
265,1401685,Dutt Guru Kripa,NA,NA,NA,NA,NA
266,18675443,Sagar Gaire,NA,NA,NA,NA,NA
267,1400574,Hotel Rajhans,NA,NA,NA,NA,NA
268,1400056,Nafees Restaurant,NA,NA,NA,NA,NA
269,18713037,Tic Tac Toe,NA,NA,NA,NA,NA
270,1401724,Hotel Guru Kripa Avenue,NA,NA,NA,NA,NA
271,18254231,Oye24,NA,NA,NA,NA,NA
272,1400287,Madhuram Sweets,NA,NA,NA,NA,NA
273,1401774,Banana Leaf,NA,NA,NA,NA,NA
274,18684400,Little Monk,NA,NA,NA,NA,NA
275,1400310,Vijay Chaat House,NA,NA,NA,NA,NA
276,1400311,Apna Sweets,NA,NA,NA,NA,NA
277,18395137,Just My Bakes,NA,NA,NA,NA,NA
278,1402252,Mustang - Hotel Somdeep Palace,NA,NA,NA,NA,NA
279,18601095,Indore Kitchen - Indore Marriott Hotel,NA,NA,NA,NA,NA
280,18746380,Domino's,NA,NA,NA,NA,NA
281,18746904,Baker's Cafe,NA,NA,NA,NA,NA
282,16500301,The Dragon Wok,NA,NA,NA,NA,NA
283,18746039,Osm Restaurant,NA,NA,NA,NA,NA
284,18746176,Taste of Tibet,NA,NA,NA,NA,NA
285,18746050,Osm Lounge,NA,NA,NA,NA,NA
286,16500332,Nimtho,NA,NA,NA,NA,NA
287,18746004,Bonfire ,NA,NA,NA,NA,NA
288,16500309,Roll House,NA,NA,NA,NA,NA
289,16500300,The Local Cafe,NA,NA,NA,NA,NA
290,18746148,Chopstick,NA,NA,NA,NA,NA
291,18746007,Parivar,NA,NA,NA,NA,NA
292,18922563,Domino's Pizza,NA,NA,NA,NA,NA
293,18746062,Cafe Live & Loud ,NA,NA,NA,NA,NA
294,18746689,Baker's Cafe,NA,NA,NA,NA,NA
295,16500321,Momo King ,NA,NA,NA,NA,NA
296,16500330,Khan Uncle's Biryani House,NA,NA,NA,NA,NA
297,16500333,Nimtho,NA,NA,NA,NA,NA
298,16500304,Thakali,NA,NA,NA,NA,NA
299,18983524,Mehfill- Resto Bar,NA,NA,NA,NA,NA
300,18629821,Sula Vineyards,NA,NA,NA,NA,NA
301,1600099,Kokni Darbar,NA,NA,NA,NA,NA
302,1600067,Al Arabian Express,NA,NA,NA,NA,NA
303,1600136,Dairy Don,NA,NA,NA,NA,NA
304,18585945,The Foundry- Industrial Bar & Sport,NA,NA,NA,NA,NA
305,18839989,Samarth Juice Center,NA,NA,NA,NA,NA
306,18943921,Burger Point,NA,NA,NA,NA,NA
307,1600500,The Sidewalk,NA,NA,NA,NA,NA
308,18608708,Burger King,NA,NA,NA,NA,NA
309,1600258,Barbeque Nation,NA,NA,NA,NA,NA
310,18632170,Panorama,NA,NA,NA,NA,NA
311,1600169,Veg Aroma,NA,NA,NA,NA,NA
312,1600301,Cellar Door @ York,NA,NA,NA,NA,NA
313,18658877,Rock n' Roll,NA,NA,NA,NA,NA
314,1600227,Divtya Budhlya Wada Restaurant,NA,NA,NA,NA,NA
315,18573795,The FRIENDS Bistro,NA,NA,NA,NA,NA
316,1600119,Domino's Pizza,NA,NA,NA,NA,NA
317,1600109,Eastern Spice,NA,NA,NA,NA,NA
318,18962186,Hotel Mughal Darbar,NA,NA,NA,NA,NA
319,1600029,Barbeque Ville,NA,NA,NA,NA,NA
320,18698487,Angaara ,NA,NA,NA,NA,NA
321,18698864,A2B- Adyar Ananda Bhavan,NA,NA,NA,NA,NA
322,18698898,Domino's Pizza,NA,NA,NA,NA,NA
323,18698690,Nahar Sidewalk Cafe,NA,NA,NA,NA,NA
324,18698726,Hyderabad Biriyani House,NA,NA,NA,NA,NA
325,18699624,Shinkows Chinese Restaurant ,NA,NA,NA,NA,NA
326,18698924,Hyderabad Biryani House,NA,NA,NA,NA,NA
327,18698964,Thalassery Restaurant,NA,NA,NA,NA,NA
328,18698943,Willy's Coffee Pub,NA,NA,NA,NA,NA
329,18698658,Place To Bee,NA,NA,NA,NA,NA
330,18698644,Cocoapods,NA,NA,NA,NA,NA
331,18699681,Darjeeling Spicy Momo,NA,NA,NA,NA,NA
332,18698833,Pankaj Bhojanalaya,NA,NA,NA,NA,NA
333,18699247,Dining Room,NA,NA,NA,NA,NA
334,18698916,New Ooty Bakery ,NA,NA,NA,NA,NA
335,18698797,Hotel Junior Kuppanna,NA,NA,NA,NA,NA
336,18698832,Quality Restaurant,NA,NA,NA,NA,NA
337,18700259,Thendral Restaurant,NA,NA,NA,NA,NA
338,18698688,Cliff Top,NA,NA,NA,NA,NA
339,18698999,Ooty Coffee House ,NA,NA,NA,NA,NA
340,18848790,The Brew Estate,332770.0,2019-03-29,2019-05-12,IPL Live Streaming,['https://b.zmtcdn.com/data/zomato_events/photos/aba/6cac3e7cc218f74f0e851fea4f345aba_1553859765.jpg']
341,18703923,Cafe Simla Times,NA,NA,NA,NA,NA
342,18703946,Cafe Sol,NA,NA,NA,NA,NA
343,18704132,Indian Coffee House,NA,NA,NA,NA,NA
344,18704176,Hide Out Cafe,NA,NA,NA,NA,NA
345,18704216,45 The Central,NA,NA,NA,NA,NA
346,18704153,Domino's,NA,NA,NA,NA,NA
347,18704300,Sher-e-Punjab,NA,NA,NA,NA,NA
348,18703974,Cafe Under Tree,NA,NA,NA,NA,NA
349,18704318,Sita Ram & Son ,NA,NA,NA,NA,NA
350,18704259,Honey Hut,NA,NA,NA,NA,NA
351,18703932,Eighteen 71,NA,NA,NA,NA,NA
352,18703939,Embassy The Restaurant,NA,NA,NA,NA,NA
353,18703966,HPTDC Goofa Ashiana Bar and Restaurant,NA,NA,NA,NA,NA
354,18704355,Gupta Ji Bhojnalya,NA,NA,NA,NA,NA
355,18703964,Nalini,NA,NA,NA,NA,NA
356,18704552,Diamond,NA,NA,NA,NA,NA
357,18704352,China Town Restaurant,NA,NA,NA,NA,NA
358,18704339,Hotel Combermere,NA,NA,NA,NA,NA
359,18704457,Singh's Tandoor,NA,NA,NA,NA,NA
360,18784840,The Table By Basant,NA,NA,NA,NA,NA
361,15401,Natural Soups & Shakes,NA,NA,NA,NA,NA
362,15221,Basant,NA,NA,NA,NA,NA
363,18400368,Pirates Of Grill,NA,NA,NA,NA,NA
364,15008,Hot Breads,NA,NA,NA,NA,NA
365,18680874,Natural 2,NA,NA,NA,NA,NA
366,15047,Rishi Vegetarian Dhaba NK,NA,NA,NA,NA,NA
367,18444271,Hawai Adda,NA,NA,NA,NA,NA
368,15556,New Delhi Chhole Bhature,NA,NA,NA,NA,NA
369,18728655,Uncle Jack's,NA,NA,NA,NA,NA
370,15239,Basant Restaurant,NA,NA,NA,NA,NA
371,15101,Bansi Vaishno Dhaba,NA,NA,NA,NA,NA
372,18586834,Burger King,NA,NA,NA,NA,NA
373,15295,Raja Dhaba,NA,NA,NA,NA,NA
374,18282260,KFC,NA,NA,NA,NA,NA
375,15077,Meshi Vaishnu Dhaba,NA,NA,NA,NA,NA
376,18729016,K Chawla Ice Cream & Sweets,NA,NA,NA,NA,NA
377,15488,Shahi Khansama,NA,NA,NA,NA,NA
378,15127,Vipan Vaishno Dhaba,NA,NA,NA,NA,NA
379,18583331,Gopal Sweets,NA,NA,NA,NA,NA
380,2100712,Mocha,NA,NA,NA,NA,NA
381,2101445,The Steaming Mug ,NA,NA,NA,NA,NA
382,2100702,Barbeque Nation,NA,NA,NA,NA,NA
383,2100707,KFC,NA,NA,NA,NA,NA
384,2100719,The Corner Cafe,NA,NA,NA,NA,NA
385,18633388,Kalita Cafe,NA,NA,NA,NA,NA
386,2100784,11th Avenue Cafe Bistro,NA,NA,NA,NA,NA
387,2100118,The Dhaba,NA,NA,NA,NA,NA
388,2100478,Terra Mayaa Restaurant and Lounge,NA,NA,NA,NA,NA
389,2100821,Raja Mircha,NA,NA,NA,NA,NA
390,2100832,Mast Biryani,NA,NA,NA,NA,NA
391,18710093,Fat Belly,NA,NA,NA,NA,NA
392,18801521,Cafe Gram,NA,NA,NA,NA,NA
393,2100644,KFC,NA,NA,NA,NA,NA
394,2100495,Grill Republica,NA,NA,NA,NA,NA
395,2100913,Kalita Spectrum,NA,NA,NA,NA,NA
396,2100904,Mughal Garden,NA,NA,NA,NA,NA
397,18702475,Nanz Cafe,NA,NA,NA,NA,NA
398,18381932,The Zouq : Resto-Cafe,NA,NA,NA,NA,NA
399,18480196,Fat Belly,NA,NA,NA,NA,NA
400,2200000,Kesar Da Dhabha,NA,NA,NA,NA,NA
401,2200044,Bharawan Da Dhaba,NA,NA,NA,NA,NA
402,2200132,Bade Bhai ka Brothers Dhaba,NA,NA,NA,NA,NA
403,2200105,R K Food Plaza,NA,NA,NA,NA,NA
404,2200055,Beera Chicken House,NA,NA,NA,NA,NA
405,2200045,The Kulcha Land,NA,NA,NA,NA,NA
406,2200011,Makhan Fish and Chicken Corner,NA,NA,NA,NA,NA
407,2200365,Cafe Connect,NA,NA,NA,NA,NA
408,2200864,Burger King,NA,NA,NA,NA,NA
409,2200386,Kale Da Dhaba,NA,NA,NA,NA,NA
410,2200236,Brothers' Amritsari Dhaba,NA,NA,NA,NA,NA
411,2200245,Novelty Sweets,NA,NA,NA,NA,NA
412,2200358,Bon Gateau,NA,NA,NA,NA,NA
413,2200314,Domino's Pizza,NA,NA,NA,NA,NA
414,2200534,Sip n Breww,NA,NA,NA,NA,NA
415,2200357,Sanjha Chulha,NA,NA,NA,NA,NA
416,2200283,Sakhis Watz Kukin,NA,NA,NA,NA,NA
417,2200153,Kanha Sweets,NA,NA,NA,NA,NA
418,2200923,Hungry Pizza,NA,NA,NA,NA,NA
419,2200286,Cafe Chokolade,NA,NA,NA,NA,NA
420,2300179,Talk Of The Town,NA,NA,NA,NA,NA
421,2300175,Mithas,NA,NA,NA,NA,NA
422,2300842,Hot Pizza Ace,NA,NA,NA,NA,NA
423,18209832,Zyka Restaurant,NA,NA,NA,NA,NA
424,2300299,Domino's Pizza,NA,NA,NA,NA,NA
425,18697142,Facebook Point,NA,NA,NA,NA,NA
426,2300884,Sagar Ratna,NA,NA,NA,NA,NA
427,18811222,Chauuan Pandit Paties,NA,NA,NA,NA,NA
428,2300981,Bazooka,NA,NA,NA,NA,NA
429,2300729,Juicebox,NA,NA,NA,NA,NA
430,2300984,Foodoo Pizza,NA,NA,NA,NA,NA
431,2300092,Pandit's,NA,NA,NA,NA,NA
432,2300492,Baba Food Court,NA,NA,NA,NA,NA
433,2301845,Mi Casa,NA,NA,NA,NA,NA
434,2300502,Silver Spoons,NA,NA,NA,NA,NA
435,2300051,Domino's Pizza,NA,NA,NA,NA,NA
436,2300050,Baba Biryani,NA,NA,NA,NA,NA
437,2300549,Mithas,NA,NA,NA,NA,NA
438,2300104,Spicy Foods,NA,NA,NA,NA,NA
439,2300035,KFC,NA,NA,NA,NA,NA
440,2400349,Pizza Hut,NA,NA,NA,NA,NA
441,2400358,Domino's Pizza,NA,NA,NA,NA,NA
442,2400193,Mr. Dewsis,NA,NA,NA,NA,NA
443,2400565,Old School Cafe,NA,NA,NA,NA,NA
444,2400018,El Chico Restaurant,NA,NA,NA,NA,NA
445,2400394,Well Bean Cafe,NA,NA,NA,NA,NA
446,2400269,Hot n Cool,NA,NA,NA,NA,NA
447,2400119,KFC,NA,NA,NA,NA,NA
448,18799013,Nainital Momos,NA,NA,NA,NA,NA
449,2400009,Sagar Ratna,NA,NA,NA,NA,NA
450,2400014,McDonald's,NA,NA,NA,NA,NA
451,2400356,Domino's Pizza,NA,NA,NA,NA,NA
452,2400017,Tandoor Restaurant,NA,NA,NA,NA,NA
453,2400019,Bikanerwala,NA,NA,NA,NA,NA
454,18889008,EDEN by Connoisseur,NA,NA,NA,NA,NA
455,2400403,Pind Balluchi,NA,NA,NA,NA,NA
456,2400020,Aryan Family's Delight,NA,NA,NA,NA,NA
457,2400533,SCORE - The Games Cafe,NA,NA,NA,NA,NA
458,18901221,7th Heaven,NA,NA,NA,NA,NA
459,2400390,Haldiram Bhujiawala,NA,NA,NA,NA,NA
460,2500904,Kef Lounge,NA,NA,NA,NA,NA
461,2500672,SNT Tahari House ,NA,NA,NA,NA,NA
462,2500034,Green Leaf,NA,NA,NA,NA,NA
463,2500969,Mustafa's Dum Biryani,NA,NA,NA,NA,NA
464,2500346,Yalla Yalla,NA,NA,NA,NA,NA
465,2500135,Domino's Pizza,NA,NA,NA,NA,NA
466,2500211,Saurabh Restaurant,NA,NA,NA,NA,NA
467,2500123,Great Sagar Restaurant,NA,NA,NA,NA,NA
468,2500332,KFC,NA,NA,NA,NA,NA
469,2500030,Bhoj Restaurant,NA,NA,NA,NA,NA
470,2500654,Sagar Restaurant ,NA,NA,NA,NA,NA
471,2500055,Smile Veg Restaurant,NA,NA,NA,NA,NA
472,2500164,Koyla Dum Biryanis & Kebabs,NA,NA,NA,NA,NA
473,2500353,Pizza Hut,NA,NA,NA,NA,NA
474,2500385,Gayatri Mewad,NA,NA,NA,NA,NA
475,2500146,Sai Prasad,NA,NA,NA,NA,NA
476,2500241,Cone-N-Cakes,NA,NA,NA,NA,NA
477,2500052,Ashoka's Veg Restaurant,NA,NA,NA,NA,NA
478,18796129,Shahi Mughal Darbar,NA,NA,NA,NA,NA
479,2500134,Domino's Pizza,NA,NA,NA,NA,NA
480,2600334,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
481,2600081,Zam Zam Fast Food,NA,NA,NA,NA,NA
482,2600369,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
483,2600499,Zam Zam Fast Food,NA,NA,NA,NA,NA
484,2600003,Manohar Dairy And Restaurant,NA,NA,NA,NA,NA
485,2600109,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
486,2600665,Vishnu Chinese Fast Food,NA,NA,NA,NA,NA
487,2600321,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
488,2600051,Al-Beik,NA,NA,NA,NA,NA
489,18154918,Khan Sahab,NA,NA,NA,NA,NA
490,2601361,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
491,2600320,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
492,18812768,Anni Bhai ki Biryani,NA,NA,NA,NA,NA
493,2600047,Bapu Ki Kutia,NA,NA,NA,NA,NA
494,2601776,Khan Chacha,NA,NA,NA,NA,NA
495,18772225,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
496,2601248,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
497,2601595,Sagar Gaire Fast Food,NA,NA,NA,NA,NA
498,2600913,32 Degree North East,NA,NA,NA,NA,NA
499,2600008,Bake N Shake,NA,NA,NA,NA,NA
500,2700085,Kaveri - Lalpur,NA,NA,NA,NA,NA
501,2700048,Domino's Pizza,NA,NA,NA,NA,NA
502,2700059,Punjab Sweet House,NA,NA,NA,NA,NA
503,18388053,The Best,NA,NA,NA,NA,NA
504,2700606,Second Wife Restaurant,NA,NA,NA,NA,NA
505,2700423,Punjabi Kitchen,NA,NA,NA,NA,NA
506,2700336,The Mezbaan,NA,NA,NA,NA,NA
507,2700986,Domino's Pizza,NA,NA,NA,NA,NA
508,2700458,The Breaking Bread,NA,NA,NA,NA,NA
509,18159977,Hot Lips,NA,NA,NA,NA,NA
510,2700558,KFC,NA,NA,NA,NA,NA
511,2700489,Jashn,NA,NA,NA,NA,NA
512,2700044,KFC,NA,NA,NA,NA,NA
513,2700024,New Kathi Kabab,NA,NA,NA,NA,NA
514,2700047,Domino's Pizza,NA,NA,NA,NA,NA
515,2700081,Seasons Restaurant,NA,NA,NA,NA,NA
516,2700696,Kareem's,NA,NA,NA,NA,NA
517,2700779,Sardar Fast Food Plaza,NA,NA,NA,NA,NA
518,2700049,Pizza Hut,NA,NA,NA,NA,NA
519,2700011,Seventh Heaven,NA,NA,NA,NA,NA
520,2800993,Zeeshan Restaurant - Apna Hyderabadi Food,NA,NA,NA,NA,NA
521,2800294,Sri Sairam Parlour,NA,NA,NA,NA,NA
522,2801554,Helapuri Restaurant,NA,NA,NA,NA,NA
523,2800014,KFC,NA,NA,NA,NA,NA
524,2800096,Kamat Restaurant,NA,NA,NA,NA,NA
525,2801173,Paradise,NA,NA,NA,NA,NA
526,2801561,Indian Flavours Restaurant,NA,NA,NA,NA,NA
527,18766029,Helapuri Restaurant,NA,NA,NA,NA,NA
528,2801545,Helapuri Restaurant,NA,NA,NA,NA,NA
529,2801559,Hotel V Parlour,NA,NA,NA,NA,NA
530,2800083,My Restaurant,NA,NA,NA,NA,NA
531,2801648,Helapuri Restaurant,NA,NA,NA,NA,NA
532,2800901,Paradise,NA,NA,NA,NA,NA
533,2801034,"Fresh Choice- Patisserie, Bakery & Café",NA,NA,NA,NA,NA
534,2800790,Hotel Grand Alpha,NA,NA,NA,NA,NA
535,2800868,Raju's Kitchen,NA,NA,NA,NA,NA
536,2801236,KFC,NA,NA,NA,NA,NA
537,18809359,Helapuri Tiffins,NA,NA,NA,NA,NA
538,2800114,New Satyam Multicuisine Restaurant & Takeaway,NA,NA,NA,NA,NA
539,2800903,Mekong - Hotel GreenPark,NA,NA,NA,NA,NA
540,18805782,Chili's Grill & Bar,NA,NA,NA,NA,NA
541,2902018,Biryani Bhubaneswar,NA,NA,NA,NA,NA
542,18991874,Breathe By Biswajit,NA,NA,NA,NA,NA
543,2901195,BOCCA Cafe,NA,NA,NA,NA,NA
544,2900234,TCD Restaurant & Banquet,NA,NA,NA,NA,NA
545,2900509,Chandini Food Magic,NA,NA,NA,NA,NA
546,18237402,Biggies Burger 'n' More,NA,NA,NA,NA,NA
547,18271459,JUGAAD JN.,NA,NA,NA,NA,NA
548,2901460,Sher-e-Punjab,NA,NA,NA,NA,NA
549,18770281,Three Kings,NA,NA,NA,NA,NA
550,2900667,Biryani247,NA,NA,NA,NA,NA
551,2900453,KFC,NA,NA,NA,NA,NA
552,2900474,Narula's Restaurant,NA,NA,NA,NA,NA
553,18848926,Moody Blues,NA,NA,NA,NA,NA
554,18753913,Biriyani King,NA,NA,NA,NA,NA
555,18285395,Biriyani Box,NA,NA,NA,NA,NA
556,2900232,Domino's Pizza,NA,NA,NA,NA,NA
557,2900222,KFC,NA,NA,NA,NA,NA
558,2900793,JUGAAD JN.,NA,NA,NA,NA,NA
559,2900658,Biggies Burger 'n' More,NA,NA,NA,NA,NA
560,3000152,Cock Ra Co,NA,NA,NA,NA,NA
561,3000214,Shahi Grill,NA,NA,NA,NA,NA
562,3001572,The French Door Cafe & Restaurant,NA,NA,NA,NA,NA
563,3002026,The Chocolate Room,NA,NA,NA,NA,NA
564,3001032,Burger Ka Baap,NA,NA,NA,NA,NA
565,3002715,Yugo,NA,NA,NA,NA,NA
566,3000107,Haribhavanam,NA,NA,NA,NA,NA
567,18242351,Eleven 2 Eleven,NA,NA,NA,NA,NA
568,3002291,Dindigul Venu Biryani,NA,NA,NA,NA,NA
569,3001315,Hotel Delhi Dharbarr,NA,NA,NA,NA,NA
570,3000048,Barbeque Nation,NA,NA,NA,NA,NA
571,3000280,Denmarrk Drive-Inn Restaurant,NA,NA,NA,NA,NA
